index (uint256),account (address),amount (uint256),merkleProof (bytes32[]),"LDO airdrop amount
(don't paste on Etherscan)"
140,0x278bED0462AE7582F60651E77843A1420a290498,0x1fe73936562597da6,"[0x40c7dc19d267a0b40605fd93993c1c5480dce795ef5309bbd2b32637b08983bf,0x978d117956fcca3eb52bd2d133a090619b8fe5e1c52cfb476933a930b0e9823d,0xb66d1f287266189cc102b44d4bced188d445aa0ad234b2fba9a5ca6ef56e461b,0x79ac7716713374f31698aaa46cda028807d1289eb528e436ed779edcd72af86b,0x4ffa42bf3f0b25a44269dd4fbeff3c4ed1c764cb56e18aabfa5466be7fede5dc,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",36.7819 LDO
141,0xE06ADCB7Bc1208872B9F85Ac9bDd4738777dD186,0x210ccfd4b0eb71e6e,"[0xbf8effd407f443b6d473e001620799db4b8132870b016eea2a82f2122d8f6634,0x2ff56ef0806485ac5580f66d2aa0a09447be6a7799f2791a9235f061328b39f3,0xece6896fe1996f8cd7a05779de3c140b24e7ecaf8b225b72f0207d6835916460,0x9a94ab5ea53f3bd47de2e33c69a7991386e055346f2852a3b07ee27b7e85fea3,0xc4da267147e3016e2678e32f1cef69b270db190c4839051f35c96a24f674a8d8,0xcd3b8a83184dc3d27704fa26dd5cd10c969c2162c8a1eae9c631e0db12f684a6,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",38.1041 LDO
142,0xDF632eA5Ba8283488aAe8538e17a2F802243A61A,0x2149bbcd543601903,"[0xfda2c6f274ba3cd10c71e5cd28b8ee791f6f3b2bcb0cec8e9131b7e91f879bcb,0x444026536e37f58e8a7cec5b7c4b2da85b9e1675e9b889792a3bdc5da60fbd3e,0x0f2b5605f1f2d8da3eadf12e2ae876a90464d6d6241ab7a1dfd26d1d469683fb,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",38.3785 LDO
143,0x2b4f18D79191Dc3a220f561A25B55c5DA6D8E3f3,0x2164d87c336d02b6a,"[0x9ebe78d24671d3000aa067577b66771cbaecc16c7997e7a5fed102c5d70c72db,0xa7328f3400e552b44944f698f5be765793912a821476ac747bd9a78722194ec5,0x3758c8c6ea2a342202f153bf3baaf6cd811a9d4d1c0641c7d37950b27b026a3a,0xca418c5a851618549eccc39e74ffc76a541190dfbbfa92be15c7e8c813654eae,0x0e49ac40fe4b72d1ac6ea4851a6d8d0ffe0f9114eed42fdac06552a57acb346d,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",38.5006 LDO
144,0xd5025A2071E9CDf36CD7BB9A22e9aE44F20cF530,0x22ee9716c842af004,"[0xcde05ac6801221d161baddcda6710a64a2e1c6bf38b45dc60bf76e31bcf9bdae,0x72ca551721a21295e8707e99ce8e2237a0e44d3c2679629a7f13f4897c8cd5a2,0x907b1e05bdeac2a79a05497df2a92114d4ce48963610a8e316c60ace24822da0,0x4626f02f41df60615bebf09c9e718eb5110ccb5b2439ea3c3e2cfd23b63a22ff,0xa677f6fb232b668c42156e2850ede0530afc6cd428818d043f4914d551bd922d,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",40.2738 LDO
145,0x1c8fE2ef3F3AA3448dB5367D6BF4f1e0fCD36AE5,0x23586564391d66913,"[0x8094c37237cda197b1131bdc1594ae41893bd2a2f0333dcedc31214c256aad94,0xfe8b0d31b452365ac26c02c7808a67d46250cbf84a26d50c50c84a9eaa2dd33e,0x84724e522a97748a82113a54d8bf84e9ff7bfa1b2815b50dae9cd9d64275c0d0,0xbf42b5f2ad3524fd97f15e2e4418a65ba76abced7143b59cc8b1189edd8e292b,0x129f8edca4bf5e0b913e49c82972f4e8c0bfe2a07783f8fd4edf23325ccc5536,0x0cf5aafad396a831264a2b3b7cdabfd21e2c9610f9c8d382fd2e11006136e5d4,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",40.7504 LDO
146,0x299d640FB2D1Eab475ff0Ecf3A2970c5A1708a54,0x236883411a86c57ef,"[0x02722ce0b4e4b3f14c1336b9ca14f608b1d515e37ed30aeaa7c860683999cc89,0x61f1aca2c2b15143c15a2c0c44cfad41e0f8403d1cb019b7ef6a91fd4c0fc498,0xfce5a99ee1ed0b4a2ce16360f053421eee9facb5ad67e118e3d3b9d689485b52,0xd5277d1011daf5b64ede201747c1386a9454e9612b0868d73193b66576c3f7df,0xcbed15bd17afaeeb4257edadaaf2f6823fd7d0061056a712977313407a43d423,0xdd82bdb42db7301ecee5d184fbffbdcd7d1dc64f43fe618eeba466c1356c4fd2,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",40.8229 LDO
147,0xffd0B16Ad371A90676c4442b4065EA01Cf500E11,0x24459e64897daac24,"[0xe604e7ccbdf021a36810d00dcc7601804b8db3db1b7e112650c0617103c6bd94,0x9c26ebc238eb7f28a4b639c727b54e3f6451df83a65290b3df25b1937d6af58e,0x278ac6f0f5a3a4beeabd991eb9ec71230970a933f563b8da14412f7a85d4840a,0x34e9a850ad63927fe5bbe7552801fec934c933f70b39b78736b6b7dc6ebb8162,0x69a12d6c72310b68e6d0cf99427b3a136e8c45dea2026fdcec278c926326acf2,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",41.8187 LDO
148,0x7f8069Dfdd61f3AaAbDFf9F6D7257496733D340d,0x247a62c903c365ca8,"[0xde0a921615837b62fd265b215388b272dece8b31b99bb6245c67beb314e665f7,0xb0c58a28d0a6494dcddb86b01dcb7e065c85bd54c6a0127d08e4dfa53e769dc6,0x894c1e26a8bd9e16692e5f5e1ae51f4f70f4562301595f3d3ec0c624bb132fb5,0x242574788d0b6ae84fcd6c6093450990769a01dcd28de763c511f3c43429c932,0x3bf61d88d75f47234a4b41708c9c5d5cdd90914a545d7ff9c228055bfdb9125b,0x97c62e89908dcbc680b8550695a3da0dade1bf7573f1f449ea758f09cf7b95d6,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",42.0564 LDO
149,0x8f9F67770C8CBfff7d5748d15996DC1CFB2FC5fC,0x27643b80f6bebc85d,"[0x3718cb586cd6383e9ed7e8a8d5b071cb05589d8a5b7d628e10c6de1935eea85d,0xe6da41a1e53c05bfcfdfbeee0ddc646b27ca97d9c0b3133a415f82ee40bde08e,0x50bc655f2566b09eb10d80b199d58fbc28ec06849567850b73a2337c04d115de,0xe0cd223b108a4236f635c5600272a68da41295be86af9f04a1a16ba036149561,0x4a780f090a8ad326dae4d4bde6c552cbbb5eddb0a65828e21f2d6a15e8e67e3d,0x162af9d90087347e234c68a9b6d3c99991e73ae0292471667c8d043b8d9fed1a,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",45.4153 LDO
150,0x7E95C78f423D3eF01C9414997d8471e04222a88E,0x27fbe438dbd2521b5,"[0xeb2df29f0f072a8114798cb60aa4b7737185d109a4c5c4a54d0547695ed3e6d0,0x8be5cbb10116abceb12233c388c6367752420ab160090a85f64627f96c640ee1,0x2100dcef4f2c1a32ff192ff148b758191d57d79648987453d006750578b4956f,0xf1cb57ac272106344173597726cfdcd53fbf5f541a010ade395958097b686986,0x9ebaa50a9978871a1a40b45eca1d2008a2bfe8467bf4863f915566e729ba63dc,0x1e41e50a157a90231f69bcbf5f855d8adab6dc8a1f26a761e72152ffc1293a4f,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",46.0984 LDO
151,0x28eAd95628610B4eE91408cFE1C225c71AB6e7A8,0x290dc89ca56fea32e,"[0x48036e0dc3769780a2e3c127719cfb598821eef40b7b68eda0da407bceaee50a,0xa444c3456e9cc294b650df6a22867496e3465a40d6506e3fd7a2a25bd441f302,0xd811bfcbd7df5fa3c2e4899457cca8016207ba9b891abca40185d4049dc23252,0x51e6ec6aa58d7e78c38faa71ef1ddaeb88330ff89f6781bf309a884519befefd,0x966c0b8d139ac014dc95179274561ac3e52b1e443cdfdc308a72a29162687f56,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",47.3319 LDO
152,0x1145AA94B88699f47602921dFc8C817afAd0f9EC,0x29a3d22ce226f404d,"[0xd92f1174a0ec5595ed3b06985cbdb0154c725f75af8527634269e74b87f7e234,0xfed78523e8a817cf298c2b120c792da7fef92734060f9fe5197f4dea71601f3b,0xf9cfd5cbcf9f6150c322d2693c7d676d51002e9a8d50e056ce68ceee706323aa,0x8edb585d661d53e6cd72e8ecc47175cc7feb7198df852087de1379bbe9b7d18e,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",48.0076 LDO
153,0x69E0E2b3d523D3b247d798a49C3fa022a46DD6bd,0x29ecdfde16a58b187,"[0x389aa038d56c3a5761432b773ec9f279be180d1f71e6cad3af997b690effd4da,0xe1c8529e225e16f6e23f6849a78056c0c1fbff8ce0349fe9469d4ff2edfeebae,0x46b9521dbe610e37ffb48b38e6e77893227c5193a10689193ad599c5290babbb,0x01b43a82cbd38c09de78f2dbb09358474213538c8f4861f683c848d3b493a7bf,0x4ffa42bf3f0b25a44269dd4fbeff3c4ed1c764cb56e18aabfa5466be7fede5dc,0x1a717c2d089319914ec2c755dbf6dbe3cd804ef23458820f0292dff7a57f1ffc,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",48.3366 LDO
154,0x97382aA3B9b8660A3DA369E06E2beb02A947E895,0x2a31558cd88102faf,"[0x855303818b1a7fb35084c1513ce69c29b2689f28cec4eb17bdf46c81d20765b4,0x8dd26ab52af2d153d71a096dc9d00b495c83918273e235eaf4e3791c0f5e6d3d,0x8016bbd1850e7fb90fbf150780b7b7d603e35a5581db266333ec60d670f6267c,0xa6aa33bff9e8606a98b1d4a67b419a02d9137de91a70c72c778f29a8b08d63dd,0x7b0019ded3cca04f21746a3e1cf2214751e292cc7c9d4b366f7ae5c434be5916,0xa1870e1c72ea5de02ab3648adbf2dbbb86a0e753099626c84c23c2cccfee45f5,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",48.6449 LDO
155,0xBe7dce4cf53712dc6033bF6F48973F924Ed2A2E0,0x2a3191e366f3335e5,"[0x85c4a8d212ad1d33b0f6bfdc8c248010628794b6e4d52792bc6332f7177b7d61,0x2c60d2f78d3b0009e996b73ff1844c9eb290810924d47de41b333adb27371bf9,0x8016bbd1850e7fb90fbf150780b7b7d603e35a5581db266333ec60d670f6267c,0xa6aa33bff9e8606a98b1d4a67b419a02d9137de91a70c72c778f29a8b08d63dd,0x7b0019ded3cca04f21746a3e1cf2214751e292cc7c9d4b366f7ae5c434be5916,0xa1870e1c72ea5de02ab3648adbf2dbbb86a0e753099626c84c23c2cccfee45f5,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",48.6459 LDO
156,0x13e46cCd194ca86212236543d2e7376b00bafa42,0x2a485026ced9a6c9d,"[0x82e71744452fa62c701bf23c465583b6f16e91e360780ad2a3165c08e7dc094a,0xae84111b4f04a0a0706c2a18d0762a807824acb673d159f2776836bb0827a349,0x84724e522a97748a82113a54d8bf84e9ff7bfa1b2815b50dae9cd9d64275c0d0,0xbf42b5f2ad3524fd97f15e2e4418a65ba76abced7143b59cc8b1189edd8e292b,0x129f8edca4bf5e0b913e49c82972f4e8c0bfe2a07783f8fd4edf23325ccc5536,0x0cf5aafad396a831264a2b3b7cdabfd21e2c9610f9c8d382fd2e11006136e5d4,0xf3f0fc2fca76f2f10bc2583f6e0c93e31c4d535c256b06a001141292c6d6be68,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",48.7484 LDO
157,0x4C955926022a8D7d281eac1Cb3Dc8714A84C3208,0x2afd84a5818078fe4,"[0x98c813f0ac40392b39717eb22b2dda664eab4c20f57c7aff390fda0f04d96d2c,0xa61593c8c2388a4c21e5249d74b38e34cdf65f18daa7048a1e0bb792b73f4726,0x1eef105c85d86b1fa4859fa5c07d5c5cd70f9d993eb21ff86d3d7158a135cb72,0xee6650493dacfa0ee4f8e167bb032c16a049c06cd88b2ccc5ad3b9eead149438,0xe88fde5af2105ca89a7c9d307067da09af3bcf08c55b8cd40bf36f4b867700de,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",49.5644 LDO
158,0x172203bD95DFC37303e6b156c838C3324D26c1D3,0x2bab9a43cb830c135,"[0xa533925d7cae8873740c95c0bc2419a2c0019cbfbc117dbda84aba4c2e849e34,0x5a2c44fddd7d6db19d8e6ef7c432aed44a7d721deb881bd1369d165a513d908a,0xfdb6198b2cf4b10e58545f89a00744173fc9269a03e3491a3d6ab7d1c4ead276,0xb765f54cf0caf8001c7e0f3499a95d246056a0bbb23ab23567b24098e924cb9f,0x0e49ac40fe4b72d1ac6ea4851a6d8d0ffe0f9114eed42fdac06552a57acb346d,0x2d9c12e17641e88fdd69035049ce355f5346cd6195a7ccc7cb897902b1c0af57,0xbd70e83948a978ab5dce87f0e898792a192060715b84609e2dd37a18bd140afc,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",50.3485 LDO
159,0xE07202C4102b5e8A8FCA175e8EE9479094F47780,0x2c094d78e5ce596ef,"[0xd0e6b0d578f79bf2c466ea48d28bba5f41cdb7f8a5b5d136f579e57e0de8b756,0x85ddd86d7df23991a955bdb79fe39f849d25df27c66399ed5f79e042fcd9eba2,0x37ad4401ca48358e7743ce3f9693b711366f8fbeda2b68e0274020f8e07b0c2f,0x4252dcb9c7fec3af369b2d3f281130b2dc6ae963e5bec38139dcab4dc91f44d3,0xa677f6fb232b668c42156e2850ede0530afc6cd428818d043f4914d551bd922d,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",50.7704 LDO
160,0x23b4483b7C551EfA8955c7e35f8A5e38C6f1fE4A,0x2c3b034d440afed9b,"[0x699f20db0092d63a87d3bd8c00c478498d48291c014e6bc370461efb57c94a20,0xb2de489bd069111f0094a916c84c9619497f0cca84c0ff653d31e4de1d63a605,0xd9164a075cd754eb95fe002aaa82c398e346c57c9899b36f095e08f155cd2256,0x4e5f08ca00aaecca04b6a9628a5b209344dad86fdb18a57513e9946d8c9d3a90,0x082b6b0b790895fdd51bd8d16e122e7e35e2b2874f59c8f152ad0aecf36f3e4b,0x9191e5c67f1d4b35aa985db49d61824518c9abb261eff3633e56c754022961b5,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",50.9943 LDO
161,0x6C676B1c67635F7448b0460ddb065E773C4976c5,0x2d7ec1abcc4b50c92,"[0xcc9a90d44f6873bf58a097993bda24f45b65f1c4cf8b28d379272bb37cc4091f,0xf92d0eda93a2717432aafb73a9c92d63e60e873ea2cb8f78e15042c9be7adabb,0x8764b401e91769782b53d1b660dfe265b681bf17443303899430b5f5e96651f9,0x2580af64dcad02b03efcf9fbe3b636825b85ccc6d2ea81044f3d278fba9adabc,0x08d2079841f4d8f96c7794d0baaf9b2e9d05ab7757d27e81a031c2776ce88451,0xcd3b8a83184dc3d27704fa26dd5cd10c969c2162c8a1eae9c631e0db12f684a6,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",52.4523 LDO
162,0x2CF48F3Be45d1786E74b88b7D33b0F6418df9ee2,0x2daee08e76e9efe7b,"[0xf6e88a5483e343265608df00cf7a4a685c45769a0f6f874ea3a3dd01a1e294a4,0xf2f730f6042f2f9985226bc364dd2f2a185ca196a34c13ce3e0eb4a3e1eb8997,0xc859cf07f3fbd8f99cce081beb8ff8f652a05d8f3c846d6487a8457d42b29616,0x7283b5199bf0a3d9441656342f9fe949334836073167ca94491117fdbbea256f,0x2a42dd8e406684c347c5c171b1e8059e5477d1a64c6bc69c0aa9317b1bb4770f,0x1e41e50a157a90231f69bcbf5f855d8adab6dc8a1f26a761e72152ffc1293a4f,0x0dd60282aee209cc35ceb8139cdacee5b94eaedeed4c919bc37d1bd99083f2af,0x8d9eeb85788c6e8a24ee85f33d945ce777c062c03aa08b724b1f695c86eeb363,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",52.6690 LDO
163,0xb39F9e56E2b50aD0a316c3B746D02663FB1E8AC7,0x2df7a283c3a698150,"[0x5c0a4d2404282483ce314e4422a5b64bdc9f4a1779703dd28d1732c423e42ce6,0x3a5ece2e7c08c3969f05a03038c4c519ad648d43e415a5313bcfe870e59cb8ca,0xac8bd5eb5256625edec25ee28c48d981898cde5f6d416046bb5ca1bb6a49a282,0x3f2ef0aac21a833259f69be4f20378b579cc9c1ad35a0b97b03ab1e20518ccc6,0xa9757addc8fb025f9f25733b45ee69dc9e16b4f8c5731f9aa13e7de964880ea3,0x9191e5c67f1d4b35aa985db49d61824518c9abb261eff3633e56c754022961b5,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",52.9967 LDO
164,0x6c49A5e60584e2DA72058D7D5D262e79829f14Ac,0x2e91f8e387da337ba,"[0x12f73fdcaaaf3d781bca4ae51c28bc7164e2d8b68651c6c33b1ded4de3ad8ed9,0x55e6c660befe962ee9f72daabff83354b4dae760551bc14e2d8416f480f998ca,0x8671a0bc911c75be29afb0ea4a0e34df99f0c84d95f8e5e0c193d3015516fbd4,0x5cc125df3ab523444203f422ef3d4d3d9cf065dfb0b547c65690989698f1f2e3,0x125ace96a3148d5d1d7dbdd15d13a916ebea377c7841ec27e28d53097838cafe,0x810b04775ef3c94b6fec29d937a5c7577dcad6c07daba4d73dbe01408adddd48,0x0282da413887f1e1421c5a0c8108e3b0d213b13dafe9d9f7bc44068f775f1c79,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",53.6918 LDO
165,0x1Df7A126c7b9af4BcEC07F86881728B6Ce45768b,0x2ebf50bbf8224ea55,"[0x56f7ce4cc839f9b8c40b02d5c7dd1f95f4f6a1455bdeb07608ca803a6a84da87,0x12237af2c81a6ef9e38092d94389b2ee09f65e1e0131fc925c0c234d2bb4f22d,0x22ba079218b13172e21b567e947b0a5f9b644f591a11e7861065b662ac3625c9,0xf1abd34f000262ae9211cab997510a1d26f390c8bd9c358051780f96df6e3b28,0x5bd28c0f001a0df0a40452281f518d06ce798d75cdbe085affcce74b05fdf9fd,0x76367249c03b736e34126d74b97c1c7e46d4e683455592c7bd35dadfdc61aeab,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",53.8960 LDO
166,0x28E666846B449287B955EB3d344B8079680cad29,0x2ee02c9cb5eb06703,"[0x540924017671c0716b92dce8145ad46e6091a4210549624164614b117ff638dd,0xc822d32cd7dd862ef978038ab0d61c57d05a20025786ca6be2846752dc3d12fd,0xbb4f3f7b1b133456f3487cabe5f3bbdef72cd4b832ad7c26fbe5221a81c23b6a,0x26d64a32fa79ef461d9856822400b523f45b05a5a50b411bd817139eab950fd8,0x770faf650df4bee57dc3adc0b7d7e2e07042d0df73b2b8a5e8c8d248e2d39def,0x76367249c03b736e34126d74b97c1c7e46d4e683455592c7bd35dadfdc61aeab,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",54.0440 LDO
167,0x3C968922295Ec7867eeCc965763D58dDf56253F4,0x2fc33ae05519b6276,"[0xd32d50817be72a41f7be80e286ad2e45a27f80bf61c73df116a6a36a457d25f9,0xbce3da508a5be0124305411ce40bfbd0b3c9414271aabfca12678e5341c2fbc4,0xb1876492220bc0d19d777db0d0c3f77e97ee1bac2dbd334637ea76dcc108c5d7,0x2d941ba78b209699c4d1c9d78aa857f7c73b89506586136650a0cdd8cbec98e5,0xfd6cb1edc13497840ef56bd50eef9c2439939db06dcc42ecc4d404c3244fad95,0x9a59f55e3bde26586883a6ae9243a8fd6e6bd06a7c35a886c198fc6b12e99330,0x605ae1819a445a0b0f4670f86ae329b0dc67b677378189a1e9377ed1a5d8a067,0x641c6e7f9b34ccf8fab4e53c67fd4ff4a5af7e00cfebd304c4aa129b48ffe8e0,0x2e171a10ed7d2dbc7d4310b74d7f8fdc99495c15af8d4aae2220ef3ce7da84dc]",55.0665 LDO
168,0x6Ca4a08E27ADfd51240ec58902282162A5F35679,0x305e9a9945a38c6f7,"[0x5f733409932499600cd8f942625efe0e65ce06d93a8b03bbd66a94c469b74203,0xabc81b14949c51061837d64661e1ad9b1db60c47164e6e1935b5e75b27c2751e,0xf395d8170ea8daf8df4d7f561b5ee972dac32a4a2f4822587206584a77158bd1,0xe22203a7f7c6ec0a78979bcb3324f8770c64b1d149b5e65bff8aeea18cad5684,0xa9757addc8fb025f9f25733b45ee69dc9e16b4f8c5731f9aa13e7de964880ea3,0x9191e5c67f1d4b35aa985db49d61824518c9abb261eff3633e56c754022961b5,0xbec1a548b7d591b2071e16ff27e08477239d24ac0aca79254f164b37bd658f44,0xc1eefc09dee08a990fb1fc67d8000ae1b5fdaba95078e712cb57bbc074d7147b,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",55.7663 LDO
169,0x3eD6d0683D57f5691B7a61474634B985f0E5a5BB,0x30a19a7ee58f45b8c,"[0x38883901dbfdcfc40814d50e6c211beeae5810f994944354c265ee1409b646d9,0xb0193c76d2173eede2b916044c20194a51423da0836547b7e9d455c8a94a0141,0x50bc655f2566b09eb10d80b199d58fbc28ec06849567850b73a2337c04d115de,0xe0cd223b108a4236f635c5600272a68da41295be86af9f04a1a16ba036149561,0x4a780f090a8ad326dae4d4bde6c552cbbb5eddb0a65828e21f2d6a15e8e67e3d,0x162af9d90087347e234c68a9b6d3c99991e73ae0292471667c8d043b8d9fed1a,0x4c4291219b1b5f702e9edfa2c39c4dceec517b20e13b20b7e16e8d80c52daabe,0xb3d498c9c35abb1acf28ddfbac05789d42d34bba8975c1f2779ef40063274dd0,0x6862dd1d67e32fb30097908c8ad81b260854c9432d759f936dd6865961cf7cf5]",56.0680 LDO
